MEASURE_DATE,UTC_TIME,XFMR_SID,SINGLE_PHASE,POLY_PHASE,SINGLE_PHASE_IN_LOAD,POLY_PHASE_IN_LOAD,KW_MEASURE,KVA_MEASURE
2020-12-10T22:15:00Z,2020-12-10T22:30:00Z,127638,0,1,0,1,4.906,5.013
